sa2_code21,sa2_name21,stop_count_zscore,school_area_1000_zscore,polling_count_zscore,total_businesses_zscore,total_median_zscore,school_enrollment_count_zscore,incidents_count_zscore,final_score_zsum
117031644,Sydney (North) - Millers Point,0.3429372885878963,-0.11416397085825966,14.54075023778747,21.544383575847974,0.0,-1.1338180545713261,6.914142531520577,1.0
127011592,Badgerys Creek,-1.6116502214225212,16.562865851277436,-0.98742322899532,-0.7910614349738503,0.0,0.0,-0.6961064927617274,0.9999961852227692
117031645,Sydney (South) - Haymarket,-0.8367545813592197,-0.11829733793491376,5.56352495230367,4.155204508148445,0.0,0.0,0.9018939011594271,0.9999365738848497
126011496,Pennant Hills - Cheltenham,0.7708647316079286,-0.11673992796676469,0.4683430335155668,0.4799696621355432,0.0,3.1615082730416324,3.9520695579975245,0.9998360877371686
121041417,North Sydney - Lavender Bay,-0.32786789236242453,-0.11785274978934977,-0.016912387321395477,3.1563249970493854,0.0,0.18244058059978321,5.729313342111356,0.9998169276227882
115021297,Dural - Kenthurst - Wisemans Ferry,6.333921490868348,-0.05777537502860006,1.1962261647710102,1.463993737317009,0.0,-0.4093852544014129,0.02390509157156846,0.9998066636636034
115011291,Baulkham Hills (West) - Bella Vista,1.9505566015550444,-0.11711543512531729,0.22571532309708564,2.6548054804713916,0.5374090710828866,1.5974423497390067,-0.21913679343545123,0.9986811515589336
102011030,Calga - Kulnura,0.26197804261113344,0.6394356999792772,0.7109707439340479,-0.07265255399897569,0.0,-1.4611684228438238,6.528313539071933,0.9986507780442252
115011290,Baulkham Hills - East,1.5341947651031211,-0.11782150679806792,1.6814815856079723,0.46095470416102213,-0.1704043451121509,2.6730673432634626,0.17580626970095578,0.9980486465607183
121011399,Chatswood (West) - Lane Cove North,0.7014710921992747,-0.11787528707106211,0.22571532309708564,0.2945738218839627,1.1862380359283375,2.2754574373598064,1.5216507079273274,0.9977334586531799
