sa2_code21,sa2_name21,stop_count_zscore,school_area_1000_zscore,polling_count_zscore,total_businesses_zscore,total_median_zscore,school_enrollment_count_zscore,incidents_count_zscore,final_score_zsum
127011726,Cobbitty - Bringelly,-1.0680667127213992,-0.06606432378388073,-0.7447955185768388,-0.4891989771283281,-0.8546239807673538,-1.2311897561232164,-0.6596502100106745,0.0
127011727,Gledswood Hills - Gregory Hills,-0.37413031863486046,-0.11725410104916906,-0.7447955185768388,-0.20159773776369677,0.0,-0.27329696079151217,-0.641422068635148,0.0
127011728,Leppington - Catherine Field,0.4470277477008771,-0.10974419514263169,-0.016912387321395477,-0.11840729662516704,-0.8192333099576019,-1.1552334992246671,-0.2434409819361532,0.0
127011729,Oran Park,-0.8020577616548927,-0.11697486823817459,-0.2595400977398766,-0.10533451301768379,-0.8546239807673538,2.0570831987764775,-0.6809163749487886,0.0
127021512,Cabramatta West - Mount Pritchard,0.8518239775846914,-0.11794769545562617,-0.016912387321395477,-0.1314800802326503,-0.6422799559088426,-0.020109437796348065,-0.10976794518229237,0.0
127021514,Edensor Park,-0.8367545813592197,-0.11780321560210877,-0.5021678081583577,-0.3097453112437854,0.0,-0.6994959578333717,-0.604965785884095,0.0
127021515,Fairfield,-0.37413031863486046,-0.11802850774929718,0.22571532309708564,0.15909224631549998,-0.7897410842828088,0.5242437366432547,-0.45002658419211994,0.0
127021517,Greenfield Park - Prairiewood,-0.5476144171564952,-0.11741253585237686,-0.7447955185768388,-0.43987892988191407,0.0,0.7245783642131784,-0.7264867283876049,0.0
127021518,Horsley Park - Kemps Creek,0.6552086659268388,-0.06645470173315007,-0.7447955185768388,-0.16772734387158109,0.0,-1.5002014993055781,0.8715136655335497,0.0
127021520,St Johns Park - Wakeley,-0.5129175974521683,-0.11764652611667033,-0.5021678081583577,-0.3638190979838297,0.0,-0.38617639812685617,-0.7356007990753681,0.0
